question,answer
Is aquatic respiration in Australian freshwater turtles being studied?,yes
Is Avogadro 's number commonly used to compute the results of chemical reactions ?,yes
Is Canada a geographically vast and ethnically diverse country ?,yes
Is Canada a member of the OECD?,yes
Is Egypt bordered by the Gaza Strip?,yes
Is Egypt bordered by the Gaza Strip?,Yes
Is English Ghana's official language?,yes
Is English Ghana's official language?,yes
Is English the official language?,yes
Is English the official language?,Yes
Is Fillmore the first of two presidents to have been an indentured servant ?,yes
Is Finnish a member of the Baltic-Finnic subgroup of the Uralic languages?,yes
Is Finnish a member of the Baltic-Finnic subgroup of the Uralic languages?,Yes
Is foie gras often made from ducks?,yes
Is foie gras often made from ducks?,Yes
Is Ford related with the assassination of John F. Kennedy?,Yes
Is Ghana's head of state John Agyekum Kufuor?,yes
Is Ghana's head of state John Agyekum Kufuor?,Yes
Is he buried in the Princeton Cemetery of the Nassau Presbyterian Church ?,yes
Is he most noted for his contributions to the theory of molarity and molecular weight?,yes
Is Indonesia a republic?,yes
Is indonesia a republic?,yes
Is Indonesia the world's largest archipelagic state?,yes
"Is it a constitutional democracy , where the president fulfills the roles of both head of state and head of government?",Yes
"Is it a winter sports resort , although it is perhaps best known as a tax haven ?",Yes
Is it a winter sports resort?,Yes
"Is it also possible that penguin comes from the Latin pinguis , fat ?",Yes
"Is it possible that there are more than 350,000 species of beetles?",yes
"Is it possible that there are more than 350,000 species of beetles?",yes
"Is it the second smallest independent country in south america , larger only than suriname and the french overseas department of french guiana?",Yes
Is it the smallest german-speaking country in the world?,Yes
Is it the world 's fourth most populous country and the most populous muslim-majority nation?,yes
Is it the world 's largest archipelagic state?,yes
Is it the world 's second largest country by total area?,yes
Is it true that adams had spent some time as the ambassador?,yes
Is it true that each penguin gets a turn in the center?,Yes
Is it true that he became a professor in 1820?,yes
Is it true that he married louise désirée lorieux in 1890?,yes
Is it true that he practiced law in fredericksburg?,yes
Is it true that he sent in federal troops to chicago?,yes
Is it true that he shared the nobel prize in physics?,yes
Is it true that indonesia has vast areas of wilderness?,yes
Is it true that it angered many residents of the thirteen colonies?,yes
Is it true that massachuS08_setts sent him in 1774?,yes
Is it true that otters eat a variety of fish?,yes
Is it true that provinces have a large degree of autonomy?,yes
"Is it true that romania has a population of 21,698,181?",Yes
Is it true that singapore has several long - standing disputes with malaysia?,Yes
Is it true that thermometer had 100 for the freezing point?,Yes
Is it widely considered the most secular nation in Latin America ?,Yes
Is James Monrow the fifth president of US?,Yes
Is Liechtenstein bordered by Switzerland?,Yes
Is Liechtenstein bordered by Switzerland?,Yes
Is Liechtenstein doubly landlocked?,Yes
Is Liechtenstein the smallest German-speaking country in the world?,Yes
Is Liechtenstein the smallest German-speaking country in the world?,Yes
Is Matti Vanhanen the Prime Minister of Finland?,yes
Is Matti Vanhanen the Prime Minister of Finland?,Yes
Is otter a kind of mammal?,yes
Is Pencak Silat an Indonesian martial art ?,yes
Is polar bear a carnivore?,Yes
Is polar bear a carnivore?,Yes
Is polar bear a mammal?,Yes
Is polar bear a mammal?,Yes
Is Qatar bordered by Saudi Arabia to the south?,Yes
Is Romania a secular state?,yes
Is Romania a secular state?,Yes
Is Romania a semi-presidential democratic republic where executive functions are shared between the president and the prime minister ?,Yes
Is Romania a semi-presidential unitary state?,Yes
Is romania a semi-presidential unitary state?,Yes
"Is romania -LRB- , -RRB- a country in southeastern europe?",Yes
"Is -RRB- , officially the state of qatar -LRB- arabic (: : transliterated as dawlat qatar -RRB- , an arab emirate in southwest asia?",Yes
Is Singapore a city-state?,yes
"Is singapore -LRB- ; (: ; , -RRB- , officially the republic of singapore -LRB- ; (: ; , -RRB- , an island nation located at the southern tip of the malay peninsula?",Yes
Is the Adephaga suborder larger than the Polyphaga suborder?,yes
Is the black color heritable and caused by only one recessive gene locus ?,Yes
Is the Celsius crater on the Moon named after him ?,Yes
Is the Celsius crater on the Moon named after him ?,Yes
Is The Celsius crater on the Moon named after him?,Yes
Is The climate in Uruguay temperate?,Yes
Is the comic strip Mallard Fillmore named after the president ?,yes
Is the famous dragon gate at the entrance to the district at the corner of Grant and Bush Street ?,yes
Is the Gray Wolf a mammal?,Yes
Is the Gray Wolf a mammal?,Yes
Is the kangaroo an herbivour?,Yes
Is the largest living species the emperor penguin -LRB- aptenodytes forsteri -RRB-?,Yes
Is the leopard an agile and graceful predator?,Yes
Is the leopard an Old World mammal?,yes
Is the leopard an Old World mammal?,yes
"Is the leopard -LRB- panthera pardus -RRB- an old world mammal of the felidae family and the smallest of the four (`` ` big cats ('' ' of the genus panthera , along with the tiger , lion , and jaguar?",Yes
Is the leopard of the Felidae family?,yes
Is the leopard of the Felidae family?,yes
Is the leopard one of the four 'big cats'?,yes
Is the leopard one of the four 'big cats'?,yes
Is the leopard smaller than the other members of Panthera?,yes
Is the leopard smaller than the other members of Panthera?,Yes
Is the leopard solitary?,Yes
Is the main sport in Uruguay football ?,Yes
Is the museum collection also the national art collection of Liechtenstein ?,Yes
Is the myth of Otter 's Ransom the starting point of the Volsunga saga ?,yes
Is the Polar Bear the mascot of Bowdoin college ?,yes
Is the president elected by popular vote?,yes
"Is the smallest penguin species the Little Blue Penguin -LRB- also known as the Fairy Penguin -RRB- , which stands around 40 cm tall -LRB- 16 in -RRB- and weighs 1 kg -LRB- 2.2 lb -RRB- ?",Yes
"Is the smallest penguin species the little blue penguin -LRB- also known as the fairy penguin -RRB- , which stands around 40 cm tall -LRB- 16 in -RRB- and weighs 1 kg -LRB- 2?",Yes
Is there a becquerel crater on the moon and a becquerel crater on mars?,yes
Is there a small heliport at Balzers in Liechtenstein available for charter helicopter flights ?,Yes
Is Uruguay a member of the Cairns Group of exporters of agricultural products ?,Yes
Is Uruguay located in South America?,Yes
"Is Uruguay 's oldest church in San Carlos , Maldonado ?",Yes
Is Uruguay's capital Montevideo?,yes
"Today, are there more cell phone subscriptions than people in Finland?",yes
"Today, are there more cell phone subscriptions than people in Finland?",Yes
Was Abraham Lincoln the sixteenth President of the United States?,yes
Was Adams an opponent of the Stamp Act?,yes
Was Adams raised Congregationalist?,yes
Was Adams the first to introduce a bicameral legislature?,yes
"Was Amedeo Avogadro born in Turin August 9th 1776 to a noble ancient family of Piedmont, Italy?",yes
"Was Anders Celsius (November 27, 1701 April 25, 1744) a Swedish astronomer?",Yes
Was Another primary objective of Fillmore to preserve the Union from the intensifying slavery debate?,yes
"Was Becquerel born in Paris into a family which, including he and his son Jean, produced four generations of scientists?",yes
Was Becquerel elected Permanent Secretary of the Académie des Sciences?,yes
Was Calvin Coolidge a governor of MassachuS08_setts?,Yes
Was Calvin Coolidge a governor of MassachuS08_setts?,Yes
"Was Calvin Coolidge born in Plymouth, Windsor County, Vermont?",yes
"Was Calvin Coolidge born in Plymouth, Windsor County, Vermont?",Yes
Was Calvin Coolidge Republican?,Yes
Was Calvin Coolidge Republican?,Yes
Was Calvin Coolidge the twenty-ninth vice president?,Yes
Was Celsius born in Uppsala in Sweden ?,Yes
Was Celsius born in Uppsala in Sweden?,Yes
"Was Cleveland born in Caldwell, New Jersey to the Reverend Richard Cleveland and Anne Neal?",yes
Was Cleveland 's portrait on the U.S. $ 1000 bill from 1928 to 1946 ?,yes
Was Coolidge opposed in the Republican nomination for Governor of MassachuS08_setts in 1918?,Yes
Was Coolidge the thirteenth President of the United States?,Yes
Was Fillmore one of the founders of the University of Buffalo?,yes
Was Fillmore the first U.S. President born after the death of a former president ?,yes
Was Ford a member of the House of Representatives?,Yes
Was Ford a member of the House of Representatives?,yes
Was Ford active about Vietnamese affairs?,Yes
Was Ford an Eagle Scout?,yes
Was Ford an Eagle Scout?,yes
Was Gellu Naum the leader of the surrealist movement in Romania ?,Yes
Was Gerald Ford a member of Delta Kappa Epsilon?,Yes
Was Gerald Ford a member of Delta Kappa Epsilon?,Yes
Was Gerald Ford the 38th President of the United States?,yes
Was Gerald Ford the 38th President of the United States?,yes
Was Grant elected president as a Republican?,yes
Was Grant 's favorite brand of bourbon whiskey Old Crow ?,yes
Was Grant's father-in-law a Democrat?,Yes
"Was Grover Cleveland elected Sheriff of Erie County, New York?",yes
Was it a two-sentence description that completely caught the essence of Ulysses S. Grant ?,yes
"Was James Cook the first to record the name ""Kangooroo?""",yes
"Was James Cook the first to record the name ""Kangooroo?""",Yes
Was James Monroe President of the United States?,yes
Was James Monroe President of the United States?,Yes
Was King Victor Emmanuel III there to pay homage to Avogadro ?,yes
Was King Victor Emmanuel III there to pay homage to Avogadro ?,yes
Was Lee Kuan Yew a successful leader of Singapore?,yes
Was Liechtenstein part of the ancient Roman province of Raetia?,Yes
Was Liechtenstein part of the ancient Roman province of Raetia?,Yes
Was Lincoln chosen as a presidential candidate in 1860?,Yes
Was Lorenzo Romano Amedeo Carlo Avogadro an Italian savant?,yes
"Was Millard Fillmore born on January 7, 1800?",yes
"Was Millard Fillmore born on January 7, 1800?",yes
Was Millard Fillmore the thirteenth President of the United States?,yes
Was Millard Fillmore the thirteenth President of the United States?,yes
Was Monroe appointed Minister to France from 1794 to 1796?,yes
Was Qatar University founded in 1973 ?,Yes
Was Qatar University founded in 1973?,Yes
Was Roosevelt's family rich?,yes
Was the arrival of Louis Kossuth (exiled leader of a failed Hungarian revolution) another issue that presented itself during Fillmore's presidency?,Yes
Was the arrival of Louis Kossuth (exiled leader of a failed Hungarian revolution) another issue that presented itself during Fillmore's presidency?,Yes
Was the Bucharest Metro only opened in 1979 ?,Yes
Was the game of Marn grook played using a ball made from kangaroo by the Kurnai people ?,yes
Was the leopard tank a German designed tank which entered service in 1965 ?,Yes
Was Thedore Roosevelt  a member of the Republican Party?,Yes
Was Thedore Roosevelt  a member of the Republican Party?,Yes
Was Ulysses Grant a general in the American Civil War?,Yes
Was Ulysses Grant a general in the American Civil War?,yes
"Was Wilson , a staunch opponent of antisemitism , sympathetic to the plight of Jews , especially in Poland and in France ?",Yes
Was Wilson a member of the Phi Kappa Psi fraternity?,yes
Was Wilson a remarkably effective writer and thinker?,Yes
Was Wilson an automobile enthusiast?,yes
Was Wilson awarded the 1919 Nobel Peace Prize?,Yes
Was Wilson president of the American Political Science Association in 1910 ?,Yes
Were the Leopard men a West African secret society who practised cannibalism ?,Yes
Will oil and gas probably remain the backbone of Qatar 's economy for some time to come ?,Yes
Did he not determine the dependence of the boiling of water with atmospheric pressure -LRB- in excellent agreement with modern data -RRB- ?,Yes he did
Did he not die at the age of 55 in Le Croisic ?,Yes he died at the age of 55
Had his thermometer 100 for the freezing point of water and 0 for the boiling point ?,Yes it had
Did Uruguay host the first ever World Cup?,"Yes, in 1930."
Is Canada bilingual?,"Yes, it is."
Do wolf pups tend to have darker fur than adults?,"Yes, They do tend to have darker furs"
Do singaporeans enjoy squid?,"Yes, they do."
Are beetles endopterygotes with complete metamorphosis?,Yes.
Are many beetles territorial?,Yes.
Are there at least two films describing Tesla 's life ?,Yes.
Can beetles be found in almost all habitats?,Yes.
Can women legally drive in Qatar?,Yes.
Did France cede nearly all of its colonies in Europe in 1763?,Yes.
Did John Adams represent the Continental Congress in Europe?,Yes.
Did Lincoln beat John C. Breckinridge in the 1860 election?,Yes.
Did Lincoln sign the National Banking Act of 1863?,Yes.
"Did Webster write, ""I can now sleep of nights""?",Yes.
Do nearly all Qataris profess Islam?,Yes.
Do otters live in water?,Yes.
Does Egypt receive the least rainfall in the world?,Yes.
Does Egypt's foreign policy operates along moderate lines?,Yes.
Does Romania border Hungary?,Yes.
Does snow fall in Egypt?,Yes.
Does the Gray Wolf share an ancestry with the domestic dog?,Yes.
Does the native pronunciation of Qatar sound like 'cutter'?,Yes.
Has Sang Nila Utama visited Singapore?,Yes.
Have a number of live theatrical plays based on Tesla 's life been produced and staged worldwide ?,yes.
Have coleopterists formed organisations to facilitate the study of beetles ?,Yes.
Is Canada a member of the OECD?,Yes.
Is Canada bilingual?,Yes.
Is Ford one of only four former Presidents to live to 90 or more years of age ?,Yes.
Is Grover Cleveland honest?,Yes.
Is Grover Cleveland honest?,Yes.
Is James Monrow the fifth president of US?,Yes.
Is Liechtenstein doubly landlocked?,Yes.
Is otter a kind of mammal?,Yes.
Is Romania a secular state?,Yes.
Is Singapore a city-state?,Yes.
Is Singapore located at the southern tip of the Korean Penisula?,Yes.
Is the president elected by popular vote?,Yes.
Is the Romanian economy doing well?,Yes.
"Is the study of beetles called coleopterology , and its practitioners are coleopterists ?",Yes.
Is there a thriving industry in the collection of beetle specimens for amateur and professional collectors ?,Yes.
Is Uruguay's capital Montevideo?,Yes.
"Is watt commemorated by statuary in George Square, Glasgow and Princes Street, Edinburgh?",Yes.
May a single female lay from several dozen to several thousand eggs during her lifetime ?,Yes.
Was Abraham Lincoln the sixteenth President of the United States?,Yes.
Was Adams an opponent of the Stamp Act?,Yes.
Was Adams raised Congregationalist?,Yes.
Was Adams the first to introduce a bicameral legislature?,Yes.
"Was Ford interred at his Presidential Museum in Grand Rapids, Michigan?",Yes.
Was Ford released from the hospital?,Yes.
Was Ford the last surviving member of the Warren Commission ?,Yes.
Was Grover Cleveland married in the whitehouse?,Yes.
Was Grover Cleveland married in the whitehouse?,Yes.
Was Lee Kuan Yew a successful leader of Singapore?,Yes.
Was watt a fellow of the Royal Society of Edinburgh and the Royal Society of London?,Yes.
"Was watt a gentleman, greatly respected by other prominent men of the Industrial Revolution?",Yes.
Was Watt ranked 22nd in Michael H. Hart 's list of the most influential figures in history ?,Yes.
"When was he elected sheriff of Erire County, New York?",Yes.
Is Uruguay located in South America?,Yes. It's located in the southeastern part
Can citizens propose changes to the Constitution?,Yes. People are allowed to challenge laws.
What do turtle eggs preared to eat consist mainly of?,Yolk
Did Ulysses win the Battle of Champion Hill?,you betcha
Was Grant's father-in-law a Democrat?,yup
